CustomerKey,GeographyKey,CustomerLabel,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,Phone,DateFirstPurchase,CustomerType
18037,577,29036,Rebecca,Baker,1953-10-25,M,F,rebecca18@adventure-works.com,60000.0,3.0,1.0,Bachillerato parcial,Manual calificado,1.0,2.0,4414 Marion Ct.,842-555-0134,2004-07-03,Person
18038,490,29037,Brandon,Lewis,1966-10-16,M,M,brandon51@adventure-works.com,60000.0,0.0,0.0,Máster,Profesional,0.0,0.0,4861 Doncaster Dr.,935-555-0146,2003-11-08,Person
18039,645,29038,Vanessa,Hughes,1966-10-23,S,F,vanessa12@adventure-works.com,60000.0,0.0,0.0,Máster,Profesional,0.0,0.0,7346 Lion Circle,944-555-0160,2004-06-21,Person
18040,551,29039,Xavier,Hayes,1969-10-26,S,M,xavier63@adventure-works.com,70000.0,5.0,5.0,Máster,Profesional,0.0,2.0,2652 Eastgate,782-555-0135,2004-05-01,Person
18041,584,29040,Colleen,Liu,1969-03-20,S,F,colleen4@adventure-works.com,70000.0,5.0,5.0,Máster,Profesional,0.0,2.0,4838 Gill Dr.,542-555-0171,2003-08-10,Person
18042,682,29041,Charles,Collins,1972-04-10,S,M,charles45@adventure-works.com,80000.0,0.0,0.0,Grado,Administración,1.0,1.0,9467 Morning Glory Dr,959-555-0199,2004-06-27,Person
18043,647,29042,Edward,Jackson,1968-02-02,M,M,edward34@adventure-works.com,80000.0,0.0,0.0,Grado,Administración,1.0,1.0,7353 Algiers Drive,183-555-0137,2003-07-15,Person
18044,571,29043,Luke,Alexander,1968-07-15,M,M,luke8@adventure-works.com,80000.0,0.0,0.0,Grado,Administración,1.0,1.0,1383 Button Court,129-555-0118,2003-07-20,Person
18045,536,29044,Olivia,Wilson,1968-03-02,S,F,olivia6@adventure-works.com,90000.0,4.0,4.0,Grado,Administración,1.0,1.0,1869 Pine Hallow Rd.,443-555-0140,2001-12-19,Person
18046,658,29045,Anna,Jones,1967-11-10,S,F,anna64@adventure-works.com,110000.0,0.0,0.0,Máster,Administración,0.0,4.0,1005 Matterhorn Ct.,679-555-0115,2003-10-26,Person
18047,575,29046,Gabriella,Richardson,1963-02-19,S,F,gabriella7@adventure-works.com,80000.0,4.0,3.0,Grado,Administración,0.0,0.0,3917 Catnip Court,477-555-0118,2004-01-18,Person
18048,675,29047,Jack,Lopez,1963-06-02,M,M,jack48@adventure-works.com,80000.0,4.0,3.0,Grado,Administración,1.0,0.0,9730 Krueger Drive,605-555-0130,2004-01-29,Person
18049,584,29048,William,Harris,1968-10-03,S,M,william9@adventure-works.com,110000.0,2.0,1.0,Grado,Administración,0.0,3.0,4736 S. Royal Links Circle,652-555-0181,2001-12-11,Person
18050,536,29049,Kelly,Simmons,1979-09-26,S,F,kelly20@adventure-works.com,40000.0,0.0,0.0,Bachillerato,Manual calificado,1.0,2.0,1133 Concord Place,123-555-0180,2003-10-07,Person
18051,582,29050,Jack,Russell,1979-07-22,S,M,jack20@adventure-works.com,40000.0,0.0,0.0,Grado parcial,Manual calificado,1.0,1.0,1733 Thistle Circle,144-555-0188,2004-06-12,Person
18052,445,29051,Michele,She,1979-08-25,S,F,michele0@adventure-works.com,40000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,1.0,5222 Happy Valley Road,645-555-0175,2004-03-06,Person
18053,643,29052,Ian,Peterson,1979-02-04,S,M,ian71@adventure-works.com,40000.0,0.0,0.0,Grado parcial,Manual calificado,1.0,1.0,9147 Weber Bryan,728-555-0133,2003-10-03,Person
18054,634,29053,Nelson,Gomez,1944-10-03,S,M,nelson1@adventure-works.com,10000.0,5.0,0.0,Bachillerato,Manual calificado,0.0,2.0,26 Amador Ct.,1 (11) 500 555-0111,2003-11-16,Person
18055,519,29054,Abby,Kapoor,1944-09-03,M,F,abby0@adventure-works.com,20000.0,3.0,0.0,Bachillerato,Manual calificado,1.0,2.0,2749 Greenbush Drive,1 (11) 500 555-0189,2003-12-18,Person
18056,680,29055,Monica,Sai,1944-11-11,M,F,monica6@adventure-works.com,20000.0,4.0,0.0,Bachillerato,Manual calificado,1.0,2.0,4794 Curtis Drive,1 (11) 500 555-0131,2003-12-02,Person
18057,570,29056,Angelica,Griffin,1979-03-05,M,F,angelica20@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Manual calificado,1.0,2.0,121 Keith Court,807-555-0129,2001-12-11,Person
18058,582,29057,Latoya,Andersen,1978-05-09,S,F,latoya11@adventure-works.com,30000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,1.0,6136 North 68th St,960-555-0124,2003-12-20,Person
18059,619,29058,Olivia,Reed,1978-01-03,S,F,olivia28@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,2.0,1736 Windsor Drive,102-555-0150,2001-12-07,Person
18060,475,29059,Jocelyn,Perry,1978-06-20,S,F,jocelyn8@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Manual calificado,1.0,2.0,5455 Granola Dr,407-555-0157,2001-12-27,Person
18061,643,29060,David,Washington,1978-04-01,S,M,david46@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,2.0,3743 Greenbelt Way,110-555-0116,2001-12-21,Person
18062,549,29061,Jaime,Kumar,1945-04-19,S,M,jaime31@adventure-works.com,10000.0,2.0,1.0,Bachillerato parcial,Clerical,1.0,2.0,2049 Jason Court,1 (11) 500 555-0170,2004-06-12,Person
18063,697,29062,Dennis,Liu,1945-04-21,M,M,dennis5@adventure-works.com,20000.0,4.0,0.0,Bachillerato,Manual calificado,1.0,2.0,2923 St Paul Circle,1 (11) 500 555-0169,2003-12-19,Person
18064,656,29063,Alan,Liang,1946-08-25,S,M,alan20@adventure-works.com,20000.0,4.0,0.0,Bachillerato,Manual calificado,0.0,2.0,4971 Twincreek Ct.,1 (11) 500 555-0161,2003-12-09,Person
18065,471,29064,Jose,Butler,1946-12-10,S,M,jose8@adventure-works.com,30000.0,2.0,0.0,Grado parcial,Clerical,1.0,2.0,2109 Harvey Way,1 (11) 500 555-0154,2003-12-23,Person
18066,561,29065,Pamela,Rodriguez,1946-02-21,S,F,pamela22@adventure-works.com,30000.0,2.0,0.0,Grado parcial,Clerical,0.0,2.0,832 Heights Ave.,1 (11) 500 555-0160,2003-12-15,Person
18067,568,29066,Ricky,Suarez,1946-01-28,M,M,ricky20@adventure-works.com,40000.0,2.0,0.0,Grado,Administración,1.0,2.0,9605 William Reed Drive,1 (11) 500 555-0128,2004-01-18,Person
18068,632,29067,Russell,Chander,1946-05-10,M,M,russell18@adventure-works.com,40000.0,2.0,0.0,Grado,Administración,1.0,2.0,8547 Lyon Circle,1 (11) 500 555-0115,2004-02-08,Person
18069,509,29068,Cassandra,Madan,1947-03-18,S,F,cassandra8@adventure-works.com,20000.0,4.0,0.0,Bachillerato,Manual calificado,0.0,2.0,9409 Cedar Point Loop,1 (11) 500 555-0129,2003-12-05,Person
18070,656,29069,Clarence,Lin,1947-05-14,S,M,clarence3@adventure-works.com,20000.0,4.0,0.0,Bachillerato,Manual calificado,1.0,2.0,1930 Corte Del Sol,1 (11) 500 555-0198,2003-12-26,Person
18071,645,29070,Arianna,Simmons,1978-05-15,S,F,arianna13@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Manual calificado,1.0,2.0,24 San Vincente Drive,581-555-0195,2001-12-30,Person
18072,511,29071,Megan,Thomas,1977-11-18,S,F,megan14@adventure-works.com,40000.0,0.0,0.0,Grado,Profesional,0.0,2.0,2516 Bonifacio St.,774-555-0158,2003-11-17,Person
18073,562,29072,Emma,Ramirez,1977-08-18,S,F,emma43@adventure-works.com,40000.0,0.0,0.0,Grado,Profesional,0.0,2.0,3713 Rollingwood Dr.,476-555-0139,2004-06-26,Person
18074,583,29073,Melanie,Barnes,1977-02-19,S,F,melanie18@adventure-works.com,40000.0,0.0,0.0,Grado,Profesional,0.0,2.0,9341 Galloway Drive,276-555-0149,2003-11-01,Person
18075,537,29074,Joan,Long,1977-07-28,S,F,joan9@adventure-works.com,40000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,1.0,3571 N St.,834-555-0133,2003-12-10,Person
18076,686,29075,Jack,Wright,1977-07-05,S,M,jack56@adventure-works.com,40000.0,0.0,0.0,Grado parcial,Manual calificado,1.0,2.0,5232 Black Point Pl.,997-555-0136,2003-10-04,Person
18077,631,29076,Megan,Miller,1977-03-04,S,F,megan9@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,2.0,9911 Northgate Road,828-555-0199,2004-06-18,Person
18078,547,29077,Blake,Henderson,1977-11-23,S,M,blake52@adventure-works.com,70000.0,0.0,0.0,Grado parcial,Manual calificado,1.0,2.0,9365 G St.,926-555-0187,2004-05-10,Person
18079,547,29078,Victoria,Sanders,1977-09-27,M,F,victoria47@adventure-works.com,70000.0,0.0,0.0,Grado parcial,Manual calificado,1.0,2.0,1267 Scenic Drive,985-555-0114,2004-02-19,Person
18080,505,29079,Brian,Rogers,1976-06-07,M,M,brian31@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,2.0,7375 Greendell Rd.,530-555-0166,2003-08-01,Person
18081,655,29080,Yolanda,Nara,1949-07-17,M,F,yolanda15@adventure-works.com,20000.0,2.0,1.0,Bachillerato parcial,Clerical,1.0,2.0,2556 Rivewview,1 (11) 500 555-0178,2004-01-26,Person
18082,531,29081,Darren,Lopez,1949-03-17,S,M,darren18@adventure-works.com,20000.0,2.0,1.0,Bachillerato parcial,Clerical,1.0,2.0,5086 Rampo Ct.,1 (11) 500 555-0132,2004-01-25,Person
18083,706,29082,Sabrina,Ramos,1949-01-22,S,F,sabrina11@adventure-works.com,20000.0,2.0,1.0,Bachillerato parcial,Clerical,1.0,2.0,868 Aspen Dr.,1 (11) 500 555-0143,2004-01-01,Person
18084,509,29083,Toni,Sullivan,1950-08-21,S,F,toni13@adventure-works.com,10000.0,2.0,1.0,Bachillerato parcial,Clerical,1.0,2.0,9595 Burning Barn Dr.,1 (11) 500 555-0122,2004-03-29,Person
18085,492,29084,Beth,Hernandez,1950-06-23,S,F,beth6@adventure-works.com,20000.0,2.0,1.0,Bachillerato parcial,Clerical,1.0,2.0,5234 Esperanza Drive,1 (11) 500 555-0145,2004-01-02,Person
18086,613,29085,Brad,Goel,1950-11-27,M,M,brad20@adventure-works.com,20000.0,2.0,1.0,Bachillerato parcial,Clerical,1.0,2.0,8305 California St.,1 (11) 500 555-0167,2004-01-18,Person
18087,680,29086,Frank,Diaz,1950-01-13,S,M,frank33@adventure-works.com,20000.0,2.0,1.0,Bachillerato parcial,Clerical,0.0,2.0,2333 62nd Ave,1 (11) 500 555-0149,2004-01-11,Person
18088,518,29087,Steve,Ye,1950-10-16,M,M,steve13@adventure-works.com,20000.0,2.0,1.0,Bachillerato parcial,Clerical,1.0,2.0,6986 Countrywood Ct.,1 (11) 500 555-0118,2004-02-15,Person
18089,518,29088,Tamara,Anand,1950-03-01,S,F,tamara31@adventure-works.com,20000.0,2.0,1.0,Bachillerato parcial,Clerical,1.0,2.0,1766 Virgina Hills Drive,1 (11) 500 555-0112,2004-02-07,Person
18090,443,29089,Noah,Henderson,1980-01-13,S,M,noah1@adventure-works.com,40000.0,0.0,0.0,Grado,Profesional,1.0,2.0,4067 Elm Road,490-555-0162,2003-10-09,Person
18091,648,29090,Lacey,Ye,1952-08-21,M,F,lacey22@adventure-works.com,20000.0,2.0,1.0,Bachillerato parcial,Clerical,0.0,2.0,8922 Preston Ct,1 (11) 500 555-0144,2004-02-28,Person
18092,471,29091,Mallory,Hernandez,1952-10-12,M,F,mallory11@adventure-works.com,20000.0,2.0,1.0,Bachillerato parcial,Clerical,1.0,2.0,4499 Alpha Way,1 (11) 500 555-0118,2004-02-05,Person
18093,568,29092,Jessie,Ma,1952-11-26,S,M,jessie20@adventure-works.com,20000.0,2.0,1.0,Bachillerato parcial,Clerical,0.0,3.0,584 Laguna St.,1 (11) 500 555-0116,2003-12-01,Person
18094,669,29093,Erik,Blanco,1952-10-05,M,M,erik16@adventure-works.com,20000.0,2.0,1.0,Bachillerato parcial,Clerical,1.0,3.0,734 Clayton Rd.,1 (11) 500 555-0161,2004-02-20,Person
18095,471,29094,Jessie,He,1952-06-26,M,M,jessie23@adventure-works.com,30000.0,3.0,0.0,Bachillerato,Manual calificado,1.0,2.0,6111 Newcastle Road,1 (11) 500 555-0158,2004-02-12,Person
18096,646,29095,Jaime,Jimenez,1952-03-28,M,M,jaime47@adventure-works.com,30000.0,3.0,0.0,Bachillerato,Manual calificado,0.0,2.0,2376 Holiday Hills Dr.,1 (11) 500 555-0137,2004-02-09,Person
18097,425,29096,Margaret,Stewart,1953-02-10,M,F,margaret6@adventure-works.com,40000.0,2.0,0.0,Grado parcial,Manual calificado,1.0,2.0,3553 S. 38th Street,1 (11) 500 555-0197,2004-02-08,Person
18098,561,29097,Bonnie,Beck,1953-12-10,S,F,bonnie26@adventure-works.com,40000.0,2.0,0.0,Grado parcial,Manual calificado,1.0,2.0,4550 Glenellen Court,1 (11) 500 555-0114,2004-02-21,Person
18099,509,29098,Jimmy,Gill,1953-04-10,M,M,jimmy17@adventure-works.com,40000.0,2.0,0.0,Grado parcial,Manual calificado,0.0,2.0,9302 Veracruz,1 (11) 500 555-0136,2004-02-03,Person
18100,531,29099,Tony,Shen,1953-07-12,M,M,tony5@adventure-works.com,40000.0,2.0,0.0,Grado parcial,Manual calificado,1.0,2.0,9643 North Star Dr,1 (11) 500 555-0123,2004-03-25,Person
18101,568,29100,Vanessa,Diaz,1954-01-19,S,F,vanessa22@adventure-works.com,40000.0,3.0,0.0,Bachillerato parcial,Clerical,1.0,2.0,378 Trees Drive,1 (11) 500 555-0190,2004-06-01,Person
18102,679,29101,Monique,Rubio,1954-06-08,S,F,monique17@adventure-works.com,40000.0,3.0,0.0,Bachillerato parcial,Clerical,1.0,2.0,5385 Sony Hill Circle,1 (11) 500 555-0177,2004-05-03,Person
18103,493,29102,Marie,Mehta,1955-03-25,S,F,marie15@adventure-works.com,80000.0,2.0,0.0,Grado parcial,Manual calificado,0.0,2.0,9170 Glen Ellen Court,1 (11) 500 555-0165,2003-10-03,Person
18104,655,29103,Karl,Raji,1955-11-08,M,M,karl21@adventure-works.com,80000.0,2.0,0.0,Grado parcial,Manual calificado,1.0,2.0,7545 Stanford Way,1 (11) 500 555-0146,2003-10-03,Person
18105,701,29104,Nathan,Zhang,1975-07-16,M,M,nathan20@adventure-works.com,40000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,2.0,7538 Adobe Dr,509-555-0189,2004-05-09,Person
18106,443,29105,Martha,Ma,1975-11-11,M,F,martha15@adventure-works.com,40000.0,0.0,0.0,Bachillerato,Manual calificado,1.0,2.0,9593 Delaware Dr.,735-555-0183,2003-10-16,Person
18107,445,29106,Calvin,Beck,1975-03-07,S,M,calvin19@adventure-works.com,40000.0,0.0,0.0,Bachillerato,Manual calificado,0.0,2.0,6878 Dublin,286-555-0133,2001-12-27,Person
18108,470,29107,Tonya,Luo,1975-04-17,S,F,tonya6@adventure-works.com,40000.0,0.0,0.0,Bachillerato,Manual calificado,1.0,2.0,1724 Vancover Way,700-555-0132,2003-10-21,Person
18109,625,29108,Seth,Evans,1975-06-22,S,M,seth45@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,2.0,6675 Logan Ct,894-555-0175,2001-12-12,Person
18110,689,29109,Elizabeth,Miller,1974-07-17,M,F,elizabeth10@adventure-works.com,50000.0,0.0,0.0,Bachillerato,Manual calificado,1.0,2.0,157 Tara St.,194-555-0113,2003-11-02,Person
18111,653,29110,Sydney,Smith,1973-04-11,S,F,sydney64@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Manual calificado,1.0,2.0,719 Sycamore Drive,641-555-0152,2001-12-18,Person
18112,443,29111,Dale,Anand,1973-11-25,S,M,dale20@adventure-works.com,70000.0,0.0,0.0,Grado parcial,Profesional,0.0,2.0,827 Near Dr.,587-555-0116,2001-12-10,Person
18113,582,29112,Edward,Powell,1976-06-24,S,M,edward57@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Profesional,0.0,2.0,9797 Cobblestone Ct.,387-555-0144,2003-11-12,Person
18114,471,29113,Alícia,Anand,1956-05-26,S,F,alícia18@adventure-works.com,80000.0,2.0,0.0,Bachillerato,Manual calificado,0.0,2.0,2176 Apollo Way,1 (11) 500 555-0159,2003-10-26,Person
18115,679,29114,Levi,Raman,1956-09-19,M,M,levi11@adventure-works.com,80000.0,2.0,0.0,Bachillerato,Manual calificado,1.0,2.0,6934 Dos Encinas,1 (11) 500 555-0170,2003-10-15,Person
18116,656,29115,Jacquelyn,Munoz,1957-02-08,M,F,jacquelyn7@adventure-works.com,70000.0,2.0,0.0,Bachillerato,Manual calificado,1.0,2.0,6907 Woodchuck Pl,1 (11) 500 555-0116,2003-10-15,Person
18117,510,29116,Janelle,Patel,1958-05-08,M,F,janelle3@adventure-works.com,100000.0,1.0,0.0,Grado,Administración,1.0,3.0,3504 Mesa Vista Dr.,1 (11) 500 555-0118,2003-10-10,Person
18118,680,29117,Glenn,She,1958-02-04,S,M,glenn24@adventure-works.com,100000.0,1.0,0.0,Grado,Administración,0.0,3.0,5625 7810th Avenue,1 (11) 500 555-0130,2003-12-05,Person
18119,471,29118,Noah,Griffin,1958-02-06,S,M,noah18@adventure-works.com,100000.0,1.0,0.0,Grado,Administración,0.0,3.0,5816 Yukon Street,1 (11) 500 555-0128,2004-02-06,Person
18120,655,29119,Lee,Oliver,1958-10-13,S,M,lee20@adventure-works.com,100000.0,1.0,0.0,Grado,Administración,0.0,3.0,2345 Firestone Drive,1 (11) 500 555-0189,2004-05-03,Person
18121,487,29120,Kaitlyn,Brown,1958-03-23,S,F,kaitlyn27@adventure-works.com,100000.0,1.0,0.0,Grado,Administración,1.0,4.0,3574 Haven Hill Drive,1 (11) 500 555-0158,2003-12-10,Person
18122,596,29121,Julie,Luo,1959-03-16,S,F,julie10@adventure-works.com,100000.0,1.0,1.0,Grado,Administración,1.0,3.0,2061 Hillsborough Dr,1 (11) 500 555-0163,2004-03-13,Person
18123,531,29122,Shannon,Munoz,1959-03-05,M,M,shannon28@adventure-works.com,100000.0,1.0,1.0,Grado,Administración,1.0,3.0,8840 D Kiska Ct,1 (11) 500 555-0181,2004-01-31,Person
18124,487,29123,Tonya,Goel,1959-12-20,M,F,tonya19@adventure-works.com,100000.0,1.0,1.0,Grado,Administración,1.0,3.0,323 Chocolate Court,1 (11) 500 555-0169,2004-04-28,Person
18125,490,29124,Angel,Edwards,1974-01-14,M,M,angel23@adventure-works.com,50000.0,0.0,0.0,Bachillerato,Profesional,1.0,2.0,3654 Alaska Dr.,980-555-0148,2003-11-15,Person
18126,575,29125,Andrea,Reed,1974-12-10,M,F,andrea20@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Profesional,1.0,2.0,8565 Marie Drive,912-555-0135,2004-05-14,Person
18127,443,29126,Chloe,Cox,1974-09-26,S,F,chloe56@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Profesional,0.0,2.0,2477 Macalven Drive,237-555-0112,2001-12-02,Person
18128,469,29127,Bryan,Murphy,1966-11-19,M,M,bryan15@adventure-works.com,120000.0,2.0,2.0,Grado,Administración,1.0,3.0,7368 South Royal Links,511-555-0166,2003-09-25,Person
18129,488,29128,Alyssa,Reed,1966-09-14,M,F,alyssa28@adventure-works.com,130000.0,0.0,1.0,Máster,Administración,1.0,3.0,2559 Gumwood,966-555-0118,2001-12-08,Person
18130,690,29129,Timothy,Watson,1966-03-01,M,M,timothy2@adventure-works.com,130000.0,1.0,1.0,Máster,Administración,1.0,4.0,5474 Limewood Pl.,196-555-0160,2003-11-04,Person
18131,571,29130,Hannah,Washington,1957-09-22,M,F,hannah35@adventure-works.com,70000.0,2.0,0.0,Bachillerato parcial,Manual calificado,1.0,2.0,7559 W. Buchanan Rd.,614-555-0182,2003-08-10,Person
18132,633,29131,Brandon,Coleman,1964-05-16,S,M,brandon3@adventure-works.com,40000.0,0.0,0.0,Grado,Profesional,0.0,1.0,5938 William Way,521-555-0139,2004-06-12,Person
18133,472,29132,Brianna,Cook,1964-06-16,S,F,brianna29@adventure-works.com,40000.0,0.0,0.0,Grado,Profesional,1.0,1.0,2383 Pepper Drive,411-555-0118,2001-12-24,Person
18134,523,29133,Sydney,King,1964-03-17,S,F,sydney60@adventure-works.com,60000.0,4.0,4.0,Grado,Manual calificado,0.0,2.0,9845 Barberry Court,363-555-0155,2004-06-27,Person
18135,597,29134,Pedro,Dominguez,1964-03-16,M,M,pedro33@adventure-works.com,60000.0,4.0,4.0,Grado,Manual calificado,0.0,3.0,4594 Hill Drive,967-555-0121,2004-04-08,Person
18136,490,29135,Adam,Allen,1964-10-04,M,M,adam52@adventure-works.com,60000.0,4.0,2.0,Grado,Manual calificado,1.0,2.0,3491 Cook Street,252-555-0173,2002-08-25,Person
18137,582,29136,Caroline,Bryant,1964-05-08,M,F,caroline19@adventure-works.com,60000.0,4.0,2.0,Grado,Manual calificado,1.0,2.0,2603 Brenda Circle,574-555-0157,2001-12-11,Person
18138,511,29137,Jack,Allen,1963-07-20,M,M,jack58@adventure-works.com,70000.0,4.0,2.0,Grado,Manual calificado,1.0,2.0,3450 Oakleaf Ct.,407-555-0140,2003-07-29,Person
18139,707,29138,Eduardo,Wood,1963-02-13,M,M,eduardo46@adventure-works.com,70000.0,4.0,2.0,Grado,Profesional,1.0,2.0,1367 Sheppard Way,598-555-0125,2001-12-31,Person
18140,560,29139,Riley,Coleman,1968-08-22,S,F,riley4@adventure-works.com,60000.0,2.0,2.0,Máster,Profesional,0.0,0.0,460 Almond Avve,464-555-0189,2001-12-07,Person
18141,535,29140,Richard,Ward,1963-11-28,S,M,richard84@adventure-works.com,60000.0,3.0,2.0,Máster,Profesional,1.0,0.0,5592 Eagle Peak Ave.,667-555-0151,2002-01-06,Person
18142,584,29141,Suzanne,Wang,1962-07-17,S,F,suzanne2@adventure-works.com,60000.0,1.0,0.0,Grado,Profesional,0.0,1.0,9819 Anchor Court,429-555-0185,2002-01-08,Person
18143,445,29142,Ashley,Smith,1962-05-24,M,F,ashley0@adventure-works.com,60000.0,1.0,0.0,Grado,Profesional,1.0,1.0,6613 Benton St.,847-555-0116,2002-01-06,Person
18144,645,29143,Grace,Jenkins,1962-03-16,S,F,grace54@adventure-works.com,60000.0,1.0,0.0,Grado,Profesional,0.0,1.0,3284 Bynum Way,146-555-0116,2002-01-02,Person
18145,677,29144,Brandon,Zhang,1962-02-11,M,M,brandon20@adventure-works.com,60000.0,1.0,0.0,Grado parcial,Manual calificado,1.0,1.0,8461 Everett Ct,822-555-0128,2002-01-24,Person
18146,522,29145,Shelby,Gray,1962-08-10,M,F,shelby6@adventure-works.com,60000.0,1.0,0.0,Grado parcial,Manual calificado,1.0,1.0,938 San Ysidro Court,744-555-0162,2002-01-19,Person
18147,479,29146,Ian,Henderson,1962-10-08,M,M,ian45@adventure-works.com,60000.0,1.0,0.0,Grado parcial,Manual calificado,1.0,1.0,6366 Baker Dr.,313-555-0114,2002-01-08,Person
18148,508,29147,Mary,Roberts,1961-02-14,S,F,mary17@adventure-works.com,40000.0,4.0,2.0,Bachillerato,Manual calificado,0.0,2.0,3043 Rock Creek Pl.,559-555-0110,2002-01-27,Person
18149,658,29148,Gabriella,Murphy,1961-11-13,S,F,gabriella13@adventure-works.com,40000.0,4.0,2.0,Bachillerato,Manual calificado,1.0,2.0,7271 Anyway St,733-555-0148,2002-01-21,Person
18150,467,29149,Ariana,Bell,1961-08-20,M,F,ariana12@adventure-works.com,60000.0,1.0,0.0,Grado parcial,Manual calificado,1.0,1.0,4328 Liszt Way,868-555-0159,2002-09-18,Person
18151,644,29150,Wyatt,Griffin,1961-07-12,M,M,wyatt49@adventure-works.com,60000.0,1.0,0.0,Grado parcial,Manual calificado,1.0,1.0,879 St. Andrews Way,171-555-0168,2002-01-31,Person
18152,610,29151,Caroline,Long,1961-03-23,M,F,caroline10@adventure-works.com,60000.0,1.0,0.0,Grado parcial,Manual calificado,1.0,1.0,6189 Mt. McKinley Ct,933-555-0167,2002-01-04,Person
18153,562,29152,Steven,Sanders,1961-07-25,M,M,steven13@adventure-works.com,60000.0,1.0,0.0,Grado parcial,Manual calificado,0.0,1.0,4612 A St.,382-555-0123,2002-09-19,Person
18154,430,29153,Pedro,Arun,1960-03-17,S,M,pedro7@adventure-works.com,40000.0,0.0,0.0,Grado,Profesional,0.0,1.0,8041 Erie Dr.,720-555-0187,2003-11-15,Person
18155,499,29154,Eduardo,Bennett,1967-09-16,S,M,eduardo45@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,1.0,6453 Pacific,587-555-0119,2002-10-27,Person
18156,537,29155,Gabriella,Kelly,1967-10-08,S,F,gabriella0@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,1.0,9389 RaceCourt,963-555-0150,2002-01-28,Person
18157,689,29156,Ashley,Barnes,1967-10-22,S,F,ashley29@adventure-works.com,60000.0,0.0,0.0,Máster,Profesional,0.0,1.0,3142 Grenadine Way,610-555-0118,2002-01-22,Person
18158,691,29157,Seth,Powell,1967-04-27,S,M,seth56@adventure-works.com,60000.0,0.0,0.0,Máster,Profesional,0.0,1.0,1065 Almond St.,651-555-0153,2002-01-17,Person
18159,597,29158,Ian,Edwards,1960-12-11,M,M,ian38@adventure-works.com,60000.0,1.0,0.0,Grado parcial,Manual calificado,1.0,1.0,2969 Broadmoor Avenue,107-555-0166,2002-01-10,Person
18160,562,29159,Emma,Morgan,1960-07-14,M,F,emma30@adventure-works.com,60000.0,1.0,0.0,Grado parcial,Manual calificado,1.0,1.0,5890 Ardith Drive,343-555-0150,2002-10-25,Person
18161,508,29160,Logan,Baker,1959-02-26,S,M,logan41@adventure-works.com,60000.0,5.0,4.0,Grado,Profesional,1.0,1.0,3014 Stanford Street,173-555-0170,2004-01-10,Person
18162,520,29161,Thomas,Martinez,1959-07-24,S,M,thomas81@adventure-works.com,60000.0,5.0,4.0,Grado,Profesional,0.0,1.0,3008 Lolita Drive,162-555-0144,2004-05-01,Person
18163,686,29162,Xavier,Murphy,1959-02-13,M,M,xavier82@adventure-works.com,60000.0,4.0,3.0,Grado,Profesional,1.0,0.0,42 Clayton Rd.,838-555-0145,2003-11-21,Person
18164,536,29163,Mason,Murphy,1959-02-06,S,M,mason14@adventure-works.com,60000.0,4.0,3.0,Grado,Profesional,0.0,0.0,4977 Candlestick Dr.,653-555-0175,2002-01-11,Person
18165,523,29164,Jennifer,James,1959-09-23,M,F,jennifer70@adventure-works.com,60000.0,4.0,3.0,Grado,Profesional,1.0,0.0,3416 Cunha Ct,333-555-0121,2003-12-11,Person
18166,665,29165,Benjamin,Perry,1959-06-17,S,M,benjamin8@adventure-works.com,70000.0,2.0,0.0,Máster,Profesional,0.0,1.0,3575 Tulip St,590-555-0180,2003-08-30,Person
18167,584,29166,Jaime,Hernandez,1959-05-02,S,M,jaime46@adventure-works.com,80000.0,2.0,0.0,Máster,Profesional,0.0,0.0,2664 Escobar,474-555-0136,2002-01-13,Person
18168,442,29167,Dawn,Shen,1959-03-12,S,F,dawn26@adventure-works.com,80000.0,2.0,0.0,Máster,Profesional,0.0,0.0,2880 Ponderosa Dr.,786-555-0191,2002-01-04,Person
18169,610,29168,Derrick,Romero,1959-02-26,S,M,derrick9@adventure-works.com,80000.0,4.0,0.0,Máster,Profesional,0.0,0.0,5186 Oeffler Ln.,781-555-0172,2002-01-21,Person
